,Cx,Cy,bh,bw,wx,wy,wz
36,424.034079632582,1742.4418532187653,0.03947269916534424,0.07029786705970764,-17.9686,5.51262,32.8073
37,2178.9909323839966,1912.9061110011112,0.057772159576416016,0.07608151435852051,5.34805,6.05186,25.0122
38,2389.143410477589,1887.897711008118,0.039484381675720215,0.04382908344268799,11.88,9.00172,38.9498
39,2093.808103980036,1840.8594364481212,0.021502971649169922,0.027339696884155273,9.21827,10.983,52.1234
40,1853.3436127089003,1823.7120737923542,0.02809453010559082,0.027685046195983887,3.82402,10.7201,52.7369
41,577.8455225669311,1874.695486716486,0.07858407497406006,0.11827033758163452,-8.94285,4.19077,18.5938
42,950.9559872347105,1831.5840811879762,0.048577308654785156,0.07250106334686279,-10.1641,6.58443,31.8567
43,2461.620903528695,1950.74951505026,0.08757257461547852,0.11869955062866211,6.37971,4.89902,18.9614
44,2123.0432760658064,1861.7428448244582,0.04906320571899414,0.05284583568572998,6.06818,7.03592,32.0152
45,1718.977449158503,1862.7189543243658,0.05730175971984863,0.061490029096603394,0.323131,5.00832,22.7453
46,2455.552905311676,1884.848397909076,0.04510462284088135,0.0660707950592041,10.8022,7.4357,32.3589
47,1661.8659085492868,1790.3847906167716,0.025848388671875,0.026199370622634888,-0.478359,8.54085,45.2323
48,1931.3470471266662,1866.4915287554704,0.047942161560058594,0.042807936668395996,3.18129,6.63506,29.9109
49,1719.4874220479912,1815.1576677309615,0.03379940986633301,0.036085814237594604,0.531371,7.34993,36.8297
50,1292.3413476313228,1866.0269325441818,0.07511961460113525,0.06844395399093628,-3.4943,4.5309,20.4439
51,1154.6102904028728,1792.6441371810845,0.02992403507232666,0.04012876749038696,-7.53546,6.19995,32.6654
52,1960.9348939641634,1902.5745755168412,0.07170677185058594,0.17434895038604736,2.07484,4.13367,17.4067
53,1898.1706193884236,1788.3329833968096,0.020214080810546875,0.03643918037414551,5.04657,10.313,54.8762
54,1656.859932225911,1786.5770363503939,0.027557373046875,0.029765695333480835,-0.639905,9.39544,50.1972
55,911.1166805213561,1818.491021542874,0.05055093765258789,0.04623597860336304,-10.0615,6.0131,29.9143
56,722.137927600429,1842.8462544474182,0.06607401371002197,0.08756595849990845,-11.2388,5.68387,26.8648
57,243.04928066636126,1829.451577353015,0.07751226425170898,0.13647614419460297,-16.9612,5.573,27.0844
58,1826.813921460778,1781.0787944873869,0.020081758499145508,0.026424765586853027,4.15573,12.589,68.1274
59,2683.724789672969,1912.7315072224133,0.07475554943084717,0.09438073635101318,10.4413,5.83491,24.1231
60,3097.2698746119067,1870.6898129142965,0.03992164134979248,0.04701566696166992,29.384,10.7331,47.991
61,3275.652027762856,1876.1342439303935,0.03882956504821777,0.05355942249298096,31.9168,10.4591,46.2773
62,1003.0895493869178,1826.433583343508,0.04324984550476074,0.04175567626953125,-11.4013,7.86364,38.4614
63,1108.5532132286826,1811.1072993440246,0.037523865699768066,0.03204149007797241,-9.68026,7.63884,38.6173
64,1179.757379634225,1795.3357770985906,0.0343395471572876,0.02827996015548706,-10.9474,9.51255,49.812
65,1284.9416363348141,1783.9503615405276,0.027139663696289062,0.021521151065826416,-9.40015,10.0425,53.9828
66,1591.6208615546457,1792.6542254663264,0.03438425064086914,0.035647571086883545,-1.52895,7.06838,37.24
67,2150.736325636846,1941.2887654740534,0.09526944160461426,0.10795390605926514,3.59552,4.53576,17.8387
68,2953.0352912280605,1930.8210520672794,0.08510410785675049,0.13054680824279785,9.9155,4.5046,18.0382
69,1752.367236995088,1751.4473807811316,0.021923542022705078,0.020980000495910645,2.02353,12.1246,70.5182
70,1752.367236995088,1751.4473807811316,0.017777562141418457,0.017873525619506836,2.02353,12.1246,70.5182
71,2098.8005451881013,1862.3063221425637,0.04752504825592041,0.05174398422241211,6.05537,7.4419,33.8249
72,1991.322199132641,1829.0445767933466,0.03247785568237305,0.03546345233917236,5.74554,8.92265,43.4007
73,1701.4541073960393,1809.038359735166,0.04330646991729736,0.04393532872200012,0.231613,6.90738,35.0786
74,1380.5405226115458,1801.1801720338035,0.06391322612762451,0.05972552299499512,-3.51288,5.12444,26.4824
75,1492.4919589366436,1745.661555614372,0.02266371250152588,0.02503526210784912,-6.87057,13.8461,81.7233
76,1149.0107899106688,1788.6512870712243,0.05125129222869873,0.06080484390258789,-6.87359,5.54538,29.4857
77,1970.0761383662957,1793.811923201723,0.028818488121032715,0.038207054138183594,5.82958,9.00761,47.3317
78,1812.594497472828,1784.510358920285,0.0390474796295166,0.04724729061126709,2.25494,7.66083,41.1266
79,1718.3893158560466,1753.2493202434894,0.01966571807861328,0.020430803298950195,1.14079,14.123,81.7695
80,1615.8803405448111,1899.037362723707,0.08260762691497803,0.07351365685462952,-0.482601,3.72965,15.8075
81,2095.9701527003103,1786.8793008214593,0.029889345169067383,0.037164926528930664,8.2042,8.64298,46.1447
82,2288.9396173899145,1827.2901447328659,0.04922199249267578,0.07442677021026611,9.7343,7.62386,37.221
83,2864.692486808308,1877.5171685438509,0.04460799694061279,0.08570802211761475,16.0897,7.13014,31.4645
84,669.6636771257017,1773.6451391419755,0.03424227237701416,0.06594783067703247,-14.8104,6.09592,33.5748
85,1651.239909088969,1841.0279919626719,0.07155501842498779,0.0595548152923584,-0.299432,4.15604,19.717
86,1939.2973193539092,1805.9784401210234,0.02850472927093506,0.028791427612304688,6.64895,11.8427,60.5503
87,1731.2285818612054,1754.5880480993912,0.01491081714630127,0.01756274700164795,2.20031,19.5317,112.706
88,2372.237783147107,1805.7376302272683,0.02126443386077881,0.02081286907196045,16.8556,11.069,56.6247
89,1393.236549742253,1857.8630093398453,0.053130507469177246,0.06250602006912231,-3.17719,5.44987,24.9896
90,672.8381119265827,1873.1357413990195,0.06137967109680176,0.11345651745796204,-10.5033,5.36724,23.8853
91,1657.5764395577726,1813.6925868552753,0.029738664627075195,0.034173548221588135,-0.492794,7.8823,39.6235
92,1119.4969476738968,1796.4888194186865,0.023494243621826172,0.04161602258682251,-9.84134,7.66221,40.018
93,1480.73912666416,1759.8955416079116,0.01328432559967041,0.01779252290725708,-8.54957,16.8362,95.8784
94,1405.569300002097,1748.4449885316847,0.0100020170211792,0.013730645179748535,-15.6807,21.9696,128.753
95,1660.2660192328947,1763.9333065739913,0.011844873428344727,0.011642694473266602,-1.04751,16.4844,92.9481
96,1761.3393300091984,1820.0807578940905,0.02731633186340332,0.0376276969909668,1.88479,11.6656,57.8363
97,1523.9177500099001,1802.2210507262193,0.035054802894592285,0.031443893909454346,-3.20866,8.83564,45.5551
98,1341.1795567734737,1828.985464031335,0.049378275871276855,0.046109139919281006,-4.74299,6.51161,31.6771
99,1628.8264802732756,1791.668663926857,0.024625658988952637,0.022718846797943115,-1.29495,9.844,51.9805
100,1504.4122995523026,1774.4177941118028,0.020191431045532227,0.02413487434387207,-5.05856,11.6623,64.1147
101,1504.4122995523026,1774.4177941118028,0.01679670810699463,0.020107150077819824,-5.05856,11.6623,64.1147
102,1576.2708419169617,1807.4953781816578,0.023137331008911133,0.02407526969909668,-2.81506,11.5772,58.9944
103,1310.6581197216265,1846.6982724510085,0.04764211177825928,0.06636381149291992,-4.63558,6.06546,28.4438
104,1059.408184074851,1792.3379287440262,0.038832902908325195,0.04880809783935547,-12.8231,8.94181,47.1443
105,1446.8005798875943,1799.2180122301409,0.024578571319580078,0.024394750595092773,-6.49604,12.0453,62.5234
106,954.7751062819004,1777.1969963806728,0.02264261245727539,0.03830224275588989,-14.6758,8.46623,46.2376
107,589.2580057752955,1737.0269663844963,0.017530202865600586,0.0395047664642334,-42.4436,14.7732,89.166
108,797.9998377245173,1731.4572214521245,0.015255331993103027,0.035651788115501404,-34.0958,14.4429,88.4621
109,1367.9497986341519,1842.8787018027638,0.06389129161834717,0.05942082405090332,-3.47404,5.32218,25.1536
110,2776.4024644514902,1896.1680359886027,0.06201589107513428,0.10666680335998535,9.79543,4.85988,20.707
111,1084.6420459896794,1805.8471812178047,0.04210364818572998,0.05938762426376343,-8.11434,6.07774,31.0838
112,1206.9133003415022,1736.331838244606,0.020427584648132324,0.03824746608734131,-21.7186,17.2692,104.421
113,1662.3337030748055,1856.8492437160444,0.05123603343963623,0.049816668033599854,-0.268934,5.64297,25.9273
114,300.4367724476508,1700.7689458055015,0.029738426208496094,0.07008861005306244,-30.7075,7.6577,51.0657
115,1957.9701671496673,1846.9603456322568,0.038173794746398926,0.04988133907318115,4.07123,7.36678,34.5279
116,2698.137813044825,1845.7548708625968,0.026721477508544922,0.04280054569244385,18.1444,8.79494,41.3229
117,1670.7100756125442,1751.7944199735964,0.013236403465270996,0.015598028898239136,-0.701773,17.9233,104.153
118,1792.2162235301823,1788.4424356901425,0.025305747985839844,0.02467823028564453,2.34883,9.60132,51.0764
119,1842.3263462740406,1814.2590985470417,0.029008150100708008,0.02769923210144043,3.42765,10.0797,50.6071
120,1128.15314243716,1823.6297251738297,0.04815685749053955,0.05063128471374512,-9.49555,7.96918,39.2108
121,1399.9762740108708,1808.0298454450217,0.02917468547821045,0.036222219467163086,-5.60368,8.86342,45.1124
122,1691.2966117252536,1864.8394121259548,0.05049443244934082,0.04506412148475647,0.0622168,6.26706,28.3435
123,732.5833746444669,1871.6403094439715,0.07368779182434082,0.09680099785327911,-8.55718,4.6333,20.6788
124,1053.948155744583,1812.8474034480405,0.04249370098114014,0.05794692039489746,-8.9265,6.46026,32.535
125,1154.8477286884208,1802.8689449128397,0.03689312934875488,0.033406972885131836,-9.1085,7.67271,39.502
126,2140.3589189017866,1883.5695535209938,0.052220940589904785,0.07174026966094971,5.468,6.36094,27.7487
127,1352.2240823084576,1849.778667932711,0.05362248420715332,0.057101547718048096,-3.77414,5.58763,26.0399
128,233.2774447221393,1912.2439199207886,0.10063540935516357,0.1493118554353714,-10.1562,3.893,16.1088
129,638.0169453556605,1870.2154297405725,0.06870996952056885,0.11820650100708008,-9.29238,4.56484,20.4296
130,1279.8195506926722,1777.2813768223134,0.02737879753112793,0.029481887817382812,-10.7798,11.1945,61.1256
131,1564.81962497735,1766.1135784079413,0.013688325881958008,0.015588164329528809,-5.08835,17.2195,96.5781
132,1800.542606889611,1830.5231425071938,0.03567659854888916,0.03752303123474121,1.99946,8.3135,40.312
133,1633.3834701465428,1854.1155523987886,0.042708516120910645,0.045421451330184937,-0.57563,5.43283,25.0985
134,942.4321345199502,1897.515358753747,0.10288190841674805,0.11738522350788116,-5.12523,3.73618,15.8796
135,1198.4262226945727,1838.8196969299556,0.06487488746643066,0.06556665897369385,-4.84546,4.80319,22.8912
136,1342.7882283278896,1796.9956260164768,0.05411338806152344,0.04173928499221802,-4.61289,5.93325,30.9525
137,1440.726002284438,1789.7095304061027,0.033005475997924805,0.023969829082489014,-4.94102,8.74396,46.3799
138,1462.4341384898246,1775.753137120064,0.033005475997924805,0.023969829082489014,-4.54672,8.54326,46.8184
139,1529.0896649674066,1754.9388914450706,0.018410086631774902,0.02055490016937256,-5.1331,13.0566,75.2759
140,1674.0719415751264,1757.0969779996453,0.01757204532623291,0.019918173551559448,-0.28585,9.44254,54.1474
141,1892.3066723869504,1772.2178185408827,0.021701693534851074,0.017551541328430176,4.77703,9.66661,53.4234
142,2731.6021834405765,1896.9689691174012,0.04426169395446777,0.06653273105621338,13.3025,6.8929,29.3259
143,190.16813455454098,1850.2863872914502,0.06560778617858887,0.11214372515678406,-13.1852,4.36269,20.3105
144,639.889037641524,1814.3007467077925,0.04864776134490967,0.08005592226982117,-16.3578,7.17645,36.0275
145,982.0202623393832,1784.0206408343456,0.025818586349487305,0.03770643472671509,-15.7743,9.60476,51.6213
146,337.03082096316984,1756.810290579884,0.029182791709899902,0.05218493938446045,-22.388,6.66383,38.2404
147,488.9039259934905,1757.6478762892552,0.026602625846862793,0.04749421030282974,-25.5556,8.58939,49.1877
148,629.4674512743345,1758.8765164481674,0.023059964179992676,0.0406264066696167,-25.0036,9.55073,54.5265
149,1316.2761511928602,1753.1048826365854,0.0157393217086792,0.0213049054145813,-11.5046,12.3731,71.6639
150,3069.1118757832064,1946.7420061361677,0.054692864418029785,0.10762166976928711,14.4728,6.18961,24.1188
151,2788.639692553448,1899.5237467745017,0.0479968786239624,0.08215785026550293,14.2707,7.04505,29.8326
152,2032.983144902664,1827.2394120633658,0.038286447525024414,0.06716597080230713,6.05873,8.24702,40.2677
153,1784.5352338817654,1801.7091971820582,0.03664875030517578,0.03847396373748779,1.74107,7.90795,40.8188
154,1663.4382453688918,1790.4841311638481,0.03179824352264404,0.03154343366622925,-0.533485,10.1843,53.9237
155,136.67015709782845,1722.4816291649026,0.042519211769104004,0.05944550037384033,-26.3025,6.23433,39.1176
156,2260.441134459913,1815.0868751089424,0.040840864181518555,0.08086907863616943,11.0981,8.88765,44.5419
157,890.2015427382563,1756.6627850590812,0.03278648853302002,0.04075030982494354,-12.7425,6.42613,36.8899
158,2030.773084478993,1850.3234813241022,0.041945576667785645,0.046629905700683594,4.34799,6.24751,29.0831
159,1977.1498146209544,1795.0287422532504,0.02289712429046631,0.026456117630004883,7.42159,11.2197,58.7924
160,933.4762901987052,1841.2519946052187,0.05695343017578125,0.082023024559021,-7.95131,5.13341,24.3426
161,1250.8130577404377,1856.4350595812052,0.05975961685180664,0.0679733157157898,-4.72044,5.43309,24.9836
162,1411.9857543207625,1804.7331800477225,0.03522217273712158,0.0363154411315918,-4.19437,6.87442,35.2454
163,1115.088693893291,1806.439695973681,0.04327273368835449,0.047801315784454346,-10.2057,8.06227,41.1793
164,2864.430034138504,1935.839151696628,0.0999072790145874,0.21628916263580322,8.02836,3.95574,15.7035
165,2242.5198121662484,1899.5463335553266,0.07059979438781738,0.07755744457244873,6.65603,6.51204,27.5744
166,2113.430486473335,1863.3390015402028,0.05281853675842285,0.06565868854522705,4.86374,5.78446,26.2381
167,1894.929138553755,1854.397145654447,0.05865478515625,0.0626530647277832,2.36427,5.6546,26.1083
168,1381.3800455812373,1804.7422789746083,0.04245352745056152,0.046212971210479736,-4.1225,6.07843,31.1637
169,1039.99340503305,1830.047426660967,0.06772291660308838,0.06769353151321411,-7.08479,5.20512,25.2648
170,708.3802948541708,1829.9481220734901,0.07068872451782227,0.08021408319473267,-9.76925,4.74237,23.0235
171,1345.2795697609627,1739.0530753436724,0.018689274787902832,0.02504485845565796,-10.3976,11.7055,70.2777
172,1778.4797145616294,1789.139884302313,0.0328446626663208,0.034566521644592285,1.8726,8.8087,46.7846
173,1594.8326583179223,1759.456029188395,0.017271876335144043,0.026077747344970703,-2.68564,11.8772,67.7115
174,1642.6704158181215,1737.1579826169884,0.016370415687561035,0.016672194004058838,-1.98926,17.4397,105.224
175,1075.4371036184152,1743.2616159209185,0.021669507026672363,0.042581379413604736,-14.7265,9.35602,55.563
176,1205.6761498655355,1751.1238346922019,0.02000725269317627,0.030082106590270996,-11.631,9.5822,55.7768
177,2583.2353467855883,1874.863120378809,0.049443840980529785,0.06605005264282227,10.7878,6.24875,27.7158
178,1911.2718219642943,1812.8203428399884,0.03109574317932129,0.03140974044799805,4.29198,8.72708,43.9537
179,613.4344013764619,1801.1855927545184,0.04387617111206055,0.06395471096038818,-16.3417,6.79293,35.1045
180,859.1551041002555,1762.6933365768714,0.026601433753967285,0.042852818965911865,-19.7947,9.75213,55.1551
181,1026.3563210692619,1774.9778571853712,0.024866104125976562,0.03117358684539795,-14.5989,9.28637,50.9847
182,1980.9742631139134,1772.533241123117,0.01840364933013916,0.021620512008666992,9.27113,13.1267,72.4911
183,1694.7193772156647,1771.1890260635203,0.018901467323303223,0.02409479022026062,0.258699,12.6876,70.2925
184,227.9465783319033,1747.2978574053652,0.024999499320983887,0.03812585771083832,-37.7595,10.1523,59.6716
185,286.1632942319218,1815.5412178023564,0.08433496952056885,0.16033624112606049,-11.6585,3.83287,19.1901
186,664.2225607809044,1812.7242717825343,0.06285309791564941,0.09092172980308533,-11.4262,5.11461,25.765
187,860.6843002177776,1796.9730709503997,0.04281580448150635,0.055631279945373535,-12.3205,6.5924,34.3929
188,1024.6274160408134,1777.5277894594894,0.045116424560546875,0.05625438690185547,-11.0887,7.07781,38.6246
189,2041.467828669374,1849.07948615095,0.0503007173538208,0.04963493347167969,4.99895,6.94911,32.4306
190,1790.4602963817829,1791.3118980809977,0.030475497245788574,0.03593277931213379,2.77475,11.6098,61.3548
191,2295.911108847315,1892.6986563510884,0.06255531311035156,0.0809776782989502,6.06433,5.34548,22.923
192,2136.280229658727,1853.0312331566465,0.04294240474700928,0.04784667491912842,5.92823,6.55679,30.3569
193,1879.032871259553,1829.2483598201252,0.04744517803192139,0.05743598937988281,2.53522,6.23289,30.3044
194,1368.3351563592078,1832.5690084415944,0.08352816104888916,0.07372939586639404,-2.69004,4.03891,19.5007
195,814.8733556145563,1808.8181337197982,0.0589601993560791,0.09577369689941406,-9.3066,4.84437,24.6137
196,587.4549922264969,1772.4395812270955,0.039260149002075195,0.04811379313468933,-19.4322,7.37852,40.7564
197,2128.927902756276,1820.3719029925164,0.0357586145401001,0.04600846767425537,7.89061,8.29039,41.0768
198,1575.249396619812,1764.5920461555088,0.026706457138061523,0.03145557641983032,-3.09697,11.4229,64.305
199,1101.9436101147294,1749.7472509284376,0.019417524337768555,0.026882648468017578,-16.8792,11.3974,66.5742
200,901.3507871394731,1751.372805464405,0.035456061363220215,0.044762372970581055,-16.9794,8.57009,49.8541
201,609.2182439577896,1789.0822448295885,0.04896843433380127,0.06323829293251038,-14.535,5.85502,31.1012
202,373.7218900379405,1740.9629330493105,0.041060566902160645,0.0628884881734848,-28.6114,8.40905,50.2366
203,3012.255834425636,1948.2659176388493,0.042378902435302734,0.08153271675109863,22.0699,9.86873,38.3563
204,2011.3307325232959,1815.9415138075888,0.03735542297363281,0.030483007431030273,6.66856,9.45006,47.2727
205,1664.1200856685477,1782.291520798532,0.023162841796875,0.021110206842422485,-0.610391,11.7857,63.5992
206,1587.2292587223399,1758.7669712326265,0.017977595329284668,0.014890313148498535,-5.48362,22.3507,127.638
207,2011.9336421187666,1821.1265468490271,0.02935659885406494,0.027988791465759277,7.50912,10.741,53.1328
208,2011.9336421187666,1821.1265468490271,0.024021148681640625,0.02264392375946045,7.50912,10.741,53.1328
209,2425.5055442162075,1933.1078179505466,0.06833195686340332,0.10478746891021729,6.99,5.46318,21.7902
210,1462.7109015513295,1812.8371318409445,0.0447845458984375,0.040651679039001465,-3.4569,7.07672,35.6404
211,1865.639782380133,1818.685557262513,0.03191089630126953,0.02997910976409912,3.13519,8.09887,40.2738
212,1364.5619162165574,1765.4747233372523,0.02547609806060791,0.03221535682678223,-6.64833,8.47903,47.6299
213,1518.2412782409976,1768.6666888890309,0.026259660720825195,0.03209894895553589,-3.59611,8.85011,49.3308
214,1646.871441682839,1735.0522278849094,0.01971137523651123,0.022252440452575684,-1.83154,17.6726,107.22
215,1227.7769489148247,1790.5808938712514,0.03854870796203613,0.038481831550598145,-10.5374,10.0061,52.9684
216,1701.126356364905,1750.2572689955855,0.011811494827270508,0.011539697647094727,0.919079,24.3865,142.262
217,1424.5116734498467,1782.8359448983133,0.024934768676757812,0.022242963314056396,-5.49717,8.9812,48.4036
218,1690.7829405002767,1835.6926879870316,0.05738723278045654,0.05050992965698242,0.0503993,5.32743,25.5548
219,1926.1106301254158,1814.9561182709126,0.04411029815673828,0.04554271697998047,3.80773,7.29736,36.5823
220,1810.5606646539954,1779.8795184946312,0.019845128059387207,0.0171201229095459,3.3466,11.431,62.0353
221,1810.5606646539954,1779.8795184946312,0.018254756927490234,0.015831589698791504,3.3466,11.431,62.0353
222,473.025776247164,1818.1006752408366,0.08048546314239502,0.1347639560699463,-10.5338,4.01872,20.0094
223,1235.3008253227106,1769.0563337232998,0.042153000831604004,0.037127912044525146,-7.29186,6.69187,37.2656
224,1122.6074751834685,1740.2031658086908,0.03727757930755615,0.03771531581878662,-11.8875,8.11994,48.6051
225,1616.072963470536,1761.8912280246182,0.01742732524871826,0.016742467880249023,-1.63102,9.4533,53.5704
226,2052.424634896262,1803.4759188605835,0.0199812650680542,0.024092912673950195,10.7902,13.2078,67.9067
227,585.6069206079103,1822.6707478588235,0.05548262596130371,0.11869794130325317,-11.8944,5.05132,24.905
228,1164.4491063355708,1779.4385727181739,0.029412508010864258,0.031105458736419678,-11.9581,9.72182,52.8145
229,1900.4450716772267,1801.2312035647424,0.022336602210998535,0.023527026176452637,5.24311,10.9164,56.408
230,1754.239658912414,1764.5516037523628,0.011211872100830078,0.013940691947937012,2.88631,17.3739,97.8157
231,2428.655870602428,1912.2293473442696,0.06327605247497559,0.052153825759887695,9.3064,6.98118,28.8881
232,1593.9980199007966,1886.3981113130799,0.08697044849395752,0.10456672310829163,-0.951614,5.47929,23.7754
233,1998.6456569658897,1926.434265739617,0.09177553653717041,0.11247527599334717,2.74379,5.01599,20.2402
234,2355.3804787297504,1855.174935072178,0.03459048271179199,0.028176069259643555,11.292,8.43601,38.89
235,1239.0856946021618,1785.7394507438862,0.0425795316696167,0.04438984394073486,-7.20813,6.9398,37.1495
236,1595.3246351329221,1846.1708598785565,0.05668628215789795,0.05574995279312134,-0.936184,5.0551,23.7312
237,1643.6624301928086,1770.059539996198,0.01751565933227539,0.017301440238952637,-1.14675,11.1734,62.0719
238,1733.6018796818,1766.5304148967696,0.017189502716064453,0.019712090492248535,1.64361,14.2731,79.9717
239,1770.2350257434562,1761.676302855543,0.015995502471923828,0.02023446559906006,3.33296,16.128,91.4432
240,1711.706786176963,1752.4791610872803,0.017189502716064453,0.019712090492248535,1.10038,17.1638,99.5677
241,1575.9977925186192,1738.396433751654,0.015964627265930176,0.015211403369903564,-4.88017,16.9633,102.019
242,1574.1261577646442,1866.5707056321846,0.08267688751220703,0.14992022514343262,-0.82312,3.75388,16.9199
243,2181.3220252725146,1869.8703736384673,0.05263328552246094,0.08680856227874756,5.57935,5.79916,25.9711
244,2487.2749021245218,1835.1975647278255,0.03704202175140381,0.050418972969055176,15.2254,9.1222,43.8028
245,2637.432817438229,1811.3651799466272,0.02364933490753174,0.02679729461669922,34.9545,16.7614,84.6875
246,2714.5120911484537,1826.9418174611465,0.026075005531311035,0.039353132247924805,29.0459,13.3238,65.0971
247,2849.977906772057,1837.7784076017278,0.027506113052368164,0.03844916820526123,26.9569,11.177,53.3826
248,2408.238901500047,1957.609840524602,0.0776292085647583,0.09381413459777832,6.01443,5.01711,19.1974
249,2283.1564029415504,1855.2770223218643,0.05651676654815674,0.06178617477416992,7.53705,6.31335,29.0986
250,2133.4982999559975,1829.3187948025434,0.03586125373840332,0.02755570411682129,8.91822,9.45261,45.9519
251,2276.491077343214,1827.4905119423304,0.040830135345458984,0.046715736389160156,9.14365,7.3154,35.6999
252,1150.6031723241213,1889.6619967553993,0.021369338035583496,0.0324215292930603,-9.32852,9.30648,40.1356
253,898.8576692514293,1808.6684895708418,0.05871295928955078,0.08472108840942383,-9.98102,5.74769,29.213
254,1254.8670019858216,1741.5039883447253,0.025608420372009277,0.0261843204498291,-9.94899,8.90941,53.1513
255,1762.3419907684754,1772.1748398740076,0.03259694576263428,0.033070921897888184,1.65101,9.04535,49.9951
256,2017.1216676324225,1845.0521349848932,0.04277324676513672,0.04940509796142578,4.21989,6.24642,29.3908
257,2135.7719363620276,1884.7775534702196,0.05852460861206055,0.06221747398376465,4.65122,5.47848,23.8446
258,1594.9212536440039,1759.821149189644,0.022280454635620117,0.02871990203857422,-2.24284,9.93751,56.6023
259,1594.9212536440039,1759.821149189644,0.01884639263153076,0.021301686763763428,-2.24284,9.93751,56.6023
260,2142.443561389635,1879.7530667145827,0.0639340877532959,0.04731893539428711,4.90255,5.6361,24.7655
261,2027.194665944418,1859.999239927173,0.04648792743682861,0.03842031955718994,3.99804,5.91836,27.023
262,1909.3078322088481,1811.5213436937943,0.04472851753234863,0.04190099239349365,3.55197,7.2653,36.6956
263,788.1709346782882,1750.338675631459,0.03893697261810303,0.06958931684494019,-20.0793,8.83437,51.5259
